21782	344421	1
38900	344691	1
17520	347491	-1
38907	345074	1
26679	347543	1
26678	347668	-1
32413	348564	-1
13310	347963	1
38908	348139	1
102184	349000	1
8048	356665	1
8049	359476	-1
38903	358016	1
8051	359499	1
14620	360885	-1
20816	360680	1
28405	361690	-1
8055	361091	1
14621	362073	1
8058	362850	1
20815	364626	1
14622	365347	-1
8061	365424	1
21787	367132	1
8063	368825	-1
8064	369252	-1
17518	375353	-1
38895	370177	1
87683	373275	1
38898	375294	1
4502	375440	1
87677	379761	-1
113106	379384	1
8227	379844	1
28461	380437	-1
22816	381292	-1
8228	387009	-1
8229	387098	1
17516	388262	-1
22814	388658	-1
20811	389214	-1
8235	388984	1
87663	390123	-1
33232	390796	-1
28463	391039	-1
28464	391347	-1
22811	391476	1
8241	392149	-1
8242	392158	1
8243	394442	-1
8245	395495	-1
33230	394815	1
20810	395859	-1
14669	395642	1
113114	396921	-1
14668	398231	-1
14670	398387	1
8250	398809	1
17515	400970	-1
32410	399526	1
22808	400987	1
32409	403853	-1
7751	403898	1
7748	408289	1
7747	410466	1
22806	416500	-1
3117	419320	-1
3116	419953	-1
22804	420087	-1
26603	420025	1
3114	420573	-1
22802	420682	1
32408	420845	1
6584	421481	1
22801	422318	-1
6583	422301	1
6582	422606	1
6581	427650	1
20802	428751	1
6579	429344	1
27908	431773	1
87628	431813	1
113129	434979	1
32407	435744	1
17510	436740	1
27903	439126	1
113130	439625	1
98853	441502	1
100464	441814	1
98849	442139	-1
29124	443822	1
15158	444560	-1
10271	444857	1
10270	445051	1
10269	446624	1
39056	446998	-1
15157	448484	-1
29121	448887	-1
15156	448688	1
113133	450367	1
17508	455241	-1
10261	456843	-1
10260	459126	-1
15154	459059	1
39053	459415	-1
29119	460668	-1
113137	460724	1
22662	461711	-1
10256	464818	-1
32403	464625	1
20794	465439	-1
10255	465023	1
10254	466354	1
32402	466391	1
17507	470462	-1
17506	472311	-1
26060	473119	-1
17505	473276	1
1732	474139	1
10836	475592	-1
20789	475387	1
113143	475728	1
22655	482665	-1
39030	486229	-1
10832	488549	1
90425	490944	-1
10829	491768	-1
10830	491043	1
15297	492821	-1
90421	492582	1
15296	492991	1
102303	493686	-1
10825	496222	-1
10824	499512	-1
15295	499584	1
39024	502429	-1
39045	502466	-1
10822	502619	1
39044	503368	-1
10821	505195	-1
90406	504963	1
20787	505322	-1
32399	506682	-1
32398	506713	1
90402	508465	1
20782	509067	-1
5908	510014	-1
27655	509239	1
20781	510458	1
5910	512257	-1
5911	512593	-1
27657	513099	1
27656	513179	1
27658	513748	1
27659	514092	-1
39017	514184	-1
17502	516390	-1
5919	515726	1
39038	517279	-1
14064	517947	-1
5921	519021	-1
17501	519051	1
27662	519442	1
33174	520381	-1
3313	521747	-1
13316	521824	1
13315	524929	-1
39014	525260	-1
90434	525027	1
18771	525994	-1
39037	528890	-1
90418	529709	1
7343	534558	-1
28174	534970	-1
113163	534984	1
113164	536905	1
113165	541397	-1
16641	543262	1
37198	544347	-1
13469	545693	-1
26875	545788	-1
13467	545749	1
3855	548190	-1
16640	548369	1
16639	551176	-1
16638	551354	1
2797	553395	-1
2796	555129	-1
91519	554287	1
32786	555201	1
16637	557903	-1
16636	558708	-1
19590	558595	1
37161	561757	-1
31732	558972	1
10444	563818	1
15213	566370	-1
29195	566401	1
37193	566643	-1
15214	566549	1
15215	567620	1
10450	568624	1
10452	569525	-1
15216	569623	1
91611	571892	-1
37225	572553	-1
37190	572648	-1
10455	576317	-1
16635	576357	1
15218	582679	-1
10459	583432	-1
10460	585218	-1
15219	586462	-1
30474	588769	-1
21743	588482	1
21745	589152	-1
3186	589600	-1
31092	589222	1
3187	589957	-1
31091	590109	-1
3188	590160	1
13279	591722	-1
103285	599020	-1
103284	591941	1
21748	598142	1
21750	600245	-1
91643	604362	-1
91642	600755	1
14401	606840	1
7246	607206	1
7245	607562	-1
7244	608156	-1
21754	607866	1
7243	610816	-1
7242	611636	-1
31870	611847	-1
14400	611693	1
37212	612724	-1
7240	612762	1
37211	612974	-1
16835	617046	-1
10861	616993	1
15307	617164	1
10859	617657	-1
10858	617713	1
10857	618814	1
10856	620097	-1
10855	620077	1
10854	621454	-1
10853	624505	-1
15306	624584	1
37173	629260	-1
10851	629785	-1
10850	630209	-1
15305	630272	1
15304	630943	1
37170	633983	-1
37204	635397	-1
10846	636392	-1
15303	638957	-1
10844	638899	1
10843	639024	1
37203	640463	-1
10842	640892	-1
29327	640975	1
10840	642103	-1
16834	642124	1
103304	643988	-1
2101	648116	-1
26207	647773	1
16833	650007	-1
26208	649009	1
32800	649300	1
2014	650166	1
2013	651936	-1
2012	652136	1
2011	653000	-1
2010	653018	1
32801	654353	-1
41795	656563	1
16729	657268	1
37210	658125	-1
16728	658283	1
12875	660380	1
37202	660763	-1
2000	661105	-1
37194	661146	-1
37985	665982	-1
27522	666161	1
21766	668104	1
21767	678126	1
14083	681310	-1
5999	681340	1
32804	681740	1
31790	682797	-1
6000	682939	1
112885	685338	-1
19704	688866	1
7422	688976	1
21773	690261	-1
7421	690938	1
21774	692264	-1
37992	692194	-1
14451	692609	1
37991	694156	-1
14450	696312	-1
7416	696294	1
16723	697177	1
7414	698007	1
37989	698513	-1
31789	699133	-1
7413	699147	1
7411	699785	1
37977	700052	-1
16722	702988	-1
7407	702654	1
112893	703011	1
18632	703974	1
5657	704770	-1
5658	704875	-1
37973	705025	-1
5659	706235	-1
14002	706920	-1
5661	707032	1
32775	707388	-1
14003	710568	-1
101850	711798	-1
18633	711428	1
14004	713504	-1
5665	714032	-1
120021	714919	1
116744	715874	-1
116748	715268	1
118936	715429	-1
101368	715785	1
32777	716452	1
4145	716758	1
18435	717584	-1
32778	717235	1
35316	718866	-1
25590	719219	-1
4141	719594	-1
4140	719609	1
4138	719775	1
31104	720294	1
120022	720716	1
116745	721671	-1
116749	721065	1
118937	721226	-1
32769	721582	1
4129	723260	-1
26981	724240	-1
118710	726228	-1
89315	733616	-1
4204	735512	-1
13561	735617	1
4202	737653	-1
16760	739551	-1
16761	739525	1
15545	744634	-1
38118	743064	-1
11982	745463	-1
31809	745893	-1
15546	745640	1
38130	746185	-1
31810	746166	1
11984	747086	-1
15547	749024	-1
15548	752585	-1
11988	752881	-1
15549	752837	1
38128	754354	-1
11990	755172	1
89285	756091	-1
11992	757108	1
38134	758061	-1
38127	759282	-1
15551	758848	1
114546	760430	-1
15553	760563	1
29725	762334	-1
38125	762670	-1
19741	763361	-1
11997	763246	1
38132	763482	-1
119080	773391	1
117656	773880	-1
117393	774274	-1
118612	773738	1
120351	780276	1
120354	794178	1
137724	801125	-1
98442	803392	-1
98942	803798	-1
103320	804742	-1
88438	809318	-1
88436	808350	1
137725	810520	-1
112681	810512	1
92957	813474	1
5047	813925	1
112682	814068	1
18058	814881	1
97501	815137	1
120517	818041	1
116483	819282	1
118831	820052	1
114671	821465	1
7502	823536	1
119639	824983	1
135253	825689	1
115894	826209	-1
135931	828133	-1
119638	830682	1
135251	831388	1
115893	831908	-1
7505	832811	-1
118830	832846	-1
116482	833616	-1
18913	835091	-1
31356	835077	-1
22174	835054	1
90244	835601	-1
113673	841226	-1
16167	842873	-1
37818	841383	1
37809	842460	1
7480	843193	-1
93736	843699	1
7007	858067	1
7009	858431	1
113677	866079	-1
37812	861883	1
93710	863496	1
14850	866253	1
93715	866905	-1
19546	867423	-1
9057	867116	1
9058	869338	-1
37813	868181	1
28709	869465	-1
9060	870193	-1
93721	870351	1
9062	871206	1
93722	871888	1
93724	872986	-1
16612	875018	-1
37815	873921	1
16613	875173	1
113683	875454	-1
34163	878209	-1
137726	884247	-1
9068	884857	1
16615	887050	-1
1132	887509	-1
24376	887243	1
36818	889153	-1
28864	889584	-1
14972	889577	1
36817	892441	-1
9523	893881	-1
28862	894195	-1
9520	894044	1
14971	896357	-1
14970	896290	1
16328	896765	1
31484	898399	-1
9515	902624	-1
96777	901983	1
96779	903928	-1
9511	904601	-1
9509	904676	1
16326	904842	1
24374	905879	-1
9508	910669	-1
31482	910430	1
102955	910856	-1
14967	910684	1
9506	912147	-1
9505	912246	1
9504	913378	-1
102957	912926	1
9503	914480	-1
19150	914507	1
14966	914596	1
24372	917053	-1
13636	917133	1
36807	917696	-1
102961	918438	1
96808	919571	-1
4498	922748	-1
36783	924606	-1
102963	926234	-1
678	926919	-1
96818	928515	-1
96819	928770	1
36803	928997	-1
14785	929076	1
8842	930580	1
8843	932314	-1
8844	932204	1
14786	935594	-1
99024	935849	1
97741	936529	-1
99497	936036	-1
8847	938142	-1
31571	938613	-1
8848	938323	1
36822	938925	-1
31570	939317	-1
14787	939130	1
36798	939548	-1
8850	943534	-1
16438	945236	-1
24362	945522	-1
137727	945992	1
26140	948447	1
6007	954520	-1
14085	956603	-1
37884	954820	-1
6010	956685	1
94076	957347	-1
94075	957691	-1
14086	961532	-1
6011	961438	1
16214	961591	1
94091	963234	-1
16215	964499	1
37892	966913	-1
8350	968976	-1
8349	969821	-1
31399	969784	1
8348	970421	-1
117075	973260	-1
27602	975540	1
5749	978148	1
15985	981007	-1
38957	980327	1
15984	981056	1
5746	981986	1
15983	985990	-1
38948	984707	1
5744	986155	1
5742	987639	1
32861	989161	-1
21321	992419	1
93669	994503	-1
31021	994609	-1
38941	994551	1
12770	995587	-1
38952	994994	1
31022	995424	1
21318	995901	1
20594	998681	1
1304	998931	1
25882	998992	1
20593	1000083	-1
104087	1000142	1
4532	1006957	-1
20592	1007799	1
27129	1008243	-1
27128	1008175	1
32617	1008212	1
27126	1008599	1
20590	1008807	1
27125	1008898	1
4520	1009341	-1
27124	1009340	1
17380	1011341	-1
35227	1010181	-1
5302	1011359	1
27437	1011609	1
17379	1015660	-1
27435	1015698	-1
5296	1016341	1
13889	1016571	1
32287	1017167	-1
5294	1019792	-1
32286	1017645	1
17378	1019996	1
93655	1024315	-1
112978	1034245	-1
101264	1031360	1
6039	1034332	1
6038	1035022	-1
27703	1035367	-1
14095	1035173	1
6035	1036179	1
14094	1039332	-1
35216	1039108	-1
6033	1039047	1
27701	1039298	-1
14093	1040386	-1
27699	1040471	1
93671	1041649	-1
101260	1041833	1
13699	1043581	1
13700	1044315	1
35214	1044676	-1
32613	1046644	-1
4687	1047942	1
35213	1048577	-1
4689	1048675	1
4688	1049062	-1
4690	1049291	1
4692	1049912	1
32282	1050810	-1
17375	1050745	1
17374	1051818	1
13007	1054268	-1
21307	1054363	1
93693	1054454	1
112966	1056051	1
35228	1056229	-1
21305	1057345	-1
17371	1056956	1
88349	1057311	1
40995	1058314	-1
101254	1060449	-1
118400	1065704	-1
118396	1065760	-1
135947	1066350	1
117068	1107611	-1
119457	1107669	1
8338	1108782	-1
8336	1111889	-1
102230	1111813	1
112048	1112712	1
119456	1113825	-1
117067	1113883	1
105343	1114142	-1
117076	1114956	1
27498	1116605	1
24076	1117212	-1
5479	1117440	-1
102071	1121052	-1
102070	1119967	1
5474	1121068	1
27496	1122152	1
96670	1126177	-1
5468	1126436	1
34863	1129144	-1
17079	1130533	-1
96634	1129563	1
17080	1140155	-1
96637	1130994	1
17081	1140105	1
2933	1142240	-1
24068	1142341	1
34852	1142912	-1
34851	1143330	-1
33762	1143050	1
26533	1143318	1
34850	1144268	-1
17082	1144306	1
34849	1144626	-1
20214	1147716	-1
17083	1149446	-1
7130	1149546	1
102061	1152161	-1
40817	1153497	1
96656	1153979	-1
14369	1154802	1
7126	1156216	1
14367	1157591	1
17084	1163904	-1
24062	1163042	1
20216	1163461	1
112059	1163958	1
124827	1166064	-1
134710	1168179	-1
135096	1170946	1
135239	1171309	1
97345	1172408	-1
100637	1172623	-1
91680	1172744	1
108104	1173683	-1
112060	1173797	1
100507	1173909	1
2246	1174870	1
100536	1176726	-1
135240	1177490	-1
135097	1177853	-1
135095	1181605	-1
134711	1184503	1
28814	1185238	-1
33205	1185066	1
9386	1185279	1
31295	1186031	1
9382	1189523	-1
9381	1189663	-1
14940	1189619	1
98985	1191607	1
112063	1191647	1
91749	1192804	-1
28811	1193823	1
14939	1193969	1
9376	1197571	-1
18794	1197473	1
14938	1198198	-1
33202	1198410	-1
14937	1198322	1
22739	1200297	-1
35855	1199623	1
15871	1200396	1
3171	1201880	1
18352	1202549	-1
13269	1203450	-1
31058	1203416	1
3169	1203576	1
13268	1205415	1
91761	1205702	1
2964	1208088	-1
18317	1208311	-1
15395	1208183	1
35310	1213327	-1
29490	1214620	-1
20633	1214682	1
11319	1215085	1
32308	1215528	-1
15397	1216894	-1
11321	1217149	1
35309	1221642	-1
15398	1221896	1
106137	1222669	-1
15399	1225950	-1
104782	1224014	1
88687	1224583	1
32309	1226605	-1
17400	1226132	1
32310	1227039	-1
11327	1228559	-1
11328	1230264	-1
105663	1231266	-1
11333	1231450	-1
17401	1231522	1
106130	1232430	-1
106128	1236998	-1
17402	1237233	1
17403	1240373	1
11341	1245154	1
32311	1245712	-1
11342	1245438	1
29500	1246107	-1
15404	1249817	-1
17404	1251858	-1
17405	1252063	1
105665	1252094	1
25296	1254376	1
17406	1263754	-1
13227	1264605	-1
3032	1264671	1
106135	1265891	-1
32312	1266084	1
106126	1266745	-1
35301	1267118	-1
3036	1268127	-1
34259	1267930	1
17407	1269205	-1
105907	1268985	1
7573	1272061	-1
14486	1272766	-1
7570	1278180	-1
114974	1276921	1
7569	1278198	1
101768	1278865	1
106139	1279797	-1
14485	1279420	1
7566	1281410	-1
17408	1281429	1
88658	1285305	1
98230	1285466	1
11803	1286536	1
11802	1286835	-1
34371	1287227	-1
114590	1288441	-1
106673	1288707	-1
96235	1288656	1
137728	1289594	-1
137729	1290571	1
124828	1291985	1
106529	1292255	1
11787	1292782	1
29646	1292918	1
22594	1293212	-1
11785	1293013	1
11783	1293304	1
29645	1293390	1
17411	1293628	1
32319	1294632	-1
15501	1296461	-1
17412	1296609	1
34838	1298624	-1
11775	1303678	-1
105909	1303496	1
15500	1304134	-1
32321	1304333	-1
15499	1304219	1
34836	1305301	-1
11772	1306840	-1
89386	1307018	-1
11771	1307416	-1
17413	1311400	-1
104883	1311663	-1
104880	1311790	-1
104870	1312486	-1
11763	1313759	-1
15497	1313879	1
11761	1315562	1
15496	1318087	-1
20652	1318697	-1
33154	1318602	1
15495	1318764	1
32323	1321865	1
11755	1322668	-1
22587	1322707	1
34830	1323459	-1
32324	1324824	-1
34805	1324973	-1
11752	1324837	1
105911	1326244	-1
137730	1326129	1
34828	1328159	-1
11749	1328990	-1
15490	1329654	-1
137731	1332682	-1
104868	1329958	1
11745	1329989	1
34825	1332895	-1
34802	1333028	-1
104866	1332880	1
105913	1333350	-1
11743	1334944	-1
105915	1334814	1
11742	1336722	-1
32328	1337026	-1
101397	1336883	1
11740	1337955	1
34823	1338728	-1
23800	1339039	1
29630	1340729	-1
114609	1344510	-1
89440	1344115	1
15097	1344688	1
34817	1345302	-1
106093	1345499	-1
10025	1345724	1
23185	1351176	-1
28514	1351621	-1
8388	1351698	1
106115	1353116	-1
8389	1354702	-1
40793	1354714	1
14694	1358036	-1
8394	1358335	-1
14696	1359308	-1
106533	1359420	-1
117473	1360303	-1
118590	1360062	1
105309	1361390	-1
23183	1361466	-1
101534	1362355	-1
118591	1363646	-1
117472	1363405	1
28388	1364361	1
7999	1365076	-1
14606	1365202	1
20056	1365948	1
8001	1366592	-1
8002	1366679	1
8003	1367466	1
8004	1367997	1
14607	1368270	1
14608	1370801	1
34755	1372402	-1
89535	1375365	-1
8010	1375918	-1
137732	1376449	1
16970	1379285	-1
25035	1379516	1
41619	1381435	1
36685	1389165	-1
16969	1389637	-1
14436	1389464	1
28178	1390347	-1
103855	1393296	-1
20050	1393189	1
7356	1394995	-1
14434	1396458	-1
14433	1398469	-1
7353	1399112	-1
7352	1399932	-1
7351	1400110	-1
7350	1400156	1
36699	1404613	-1
7349	1406560	-1
7348	1406643	1
36698	1407317	-1
16967	1407435	1
16966	1411706	1
36676	1416129	-1
114988	1421170	-1
36674	1424317	-1
114991	1425541	1
36672	1426218	-1
28324	1427543	-1
3978	1430505	-1
3977	1430690	1
36695	1431289	-1
16602	1434075	-1
3974	1434733	-1
89552	1434778	1
36665	1436360	-1
89549	1436943	-1
16601	1441972	-1
89554	1441463	1
16599	1448550	-1
89557	1444820	-1
114998	1444802	1
10674	1448699	-1
36663	1448845	-1
10675	1448718	1
103829	1449971	-1
10676	1451147	1
10677	1453293	1
29277	1453903	1
10679	1454550	-1
10680	1455912	-1
34130	1456028	1
36691	1456165	-1
15264	1466948	-1
10682	1466981	1
16598	1469321	-1
10684	1469567	-1
10686	1469962	-1
29278	1470573	-1
15265	1470968	1
36693	1471582	-1
103838	1471918	1
36677	1473678	-1
14861	1478865	-1
9086	1479924	-1
103839	1479374	1
9087	1480484	-1
9088	1480557	1
36650	1481102	-1
9089	1481190	1
9090	1481633	1
9091	1483060	-1
137733	1483954	-1
14863	1484515	1
14864	1486507	1
16256	1492026	-1
103844	1489576	1
9098	1493509	-1
9099	1494986	-1
34134	1495037	1
14231	1495996	-1
6519	1496128	1
18859	1497315	-1
6517	1497425	-1
103849	1500555	-1
14230	1500554	1
36645	1502262	-1
89616	1502277	1
27887	1505156	1
89622	1506889	-1
6509	1506940	1
25032	1509572	-1
6508	1509874	1
36654	1512268	-1
137734	1516127	-1
5672	1516503	1
20595	1518997	1
5692	1520515	-1
32291	1520522	-1
27583	1520983	-1
104063	1521655	-1
104062	1522308	1
33279	1523539	1
39086	1524951	1
99660	1525131	1
96141	1526884	-1
17385	1528030	1
17386	1530387	1
39077	1530508	1
20601	1534170	-1
17387	1538616	-1
39082	1534566	1
39083	1534705	1
39060	1536703	1
6897	1540461	-1
39084	1540096	1
6896	1540606	1
14313	1542359	-1
33281	1544222	-1
28015	1544242	1
14311	1544297	1
14310	1545901	-1
20603	1545728	1
39064	1546179	1
6888	1546311	1
6887	1547031	1
20605	1548466	-1
6886	1548444	1
32295	1551161	-1
6885	1551249	1
14309	1552225	-1
28013	1552385	1
22905	1552600	-1
6882	1552646	1
17388	1557807	-1
14171	1557998	1
14172	1558288	1
17389	1559099	1
32296	1560374	-1
14174	1560455	1
6330	1562937	-1
39094	1562308	1
6331	1563377	-1
6332	1563397	1
6334	1566974	-1
115036	1567193	-1
6335	1567086	1
20609	1567905	-1
6336	1567815	1
115038	1568195	-1
17390	1569387	1
32297	1572211	1
7661	1578071	-1
39074	1576809	1
7662	1580126	-1
105981	1580089	1
7663	1581750	-1
39098	1580482	1
7664	1582819	-1
20613	1583690	-1
17391	1582971	1
17392	1584613	1
4104	1591556	1
26970	1591812	1
26971	1592066	-1
115047	1594064	-1
137735	1594855	1
120002	1595996	-1
119991	1595694	1
102617	1595945	1
102842	1596211	1
92401	1596617	1
92404	1597602	1
4125	1597801	1
17393	1600252	-1
15487	1600246	1
115052	1607946	-1
95139	1606658	1
95138	1608017	-1
11731	1608291	-1
95135	1608151	1
11730	1608215	1
29627	1608349	-1
15485	1608373	1
95126	1622478	-1
115054	1632189	-1
11721	1632137	1
11720	1633605	-1
22771	1633667	-1
11719	1633804	-1
15483	1633751	1
11716	1637191	-1
33216	1635855	-1
11715	1637772	-1
11714	1639229	-1
11713	1639644	-1
11712	1640067	1
104864	1640895	-1
15482	1643798	1
17395	1649461	-1
29619	1648712	1
12598	1649566	1
17396	1650617	1
2978	1652876	-1
22776	1653027	-1
2980	1653159	1
33218	1656254	-1
30947	1656603	-1
137736	1656752	1
116893	1658165	-1
116889	1658171	1
118272	1658411	1
119493	1658528	1
117849	1658817	-1
99326	1660255	1
35282	1660884	1
115512	1662158	-1
115624	1661908	1
116881	1662478	-1
118268	1662702	-1
116873	1663451	-1
117856	1663747	1
116869	1664256	-1
116864	1664340	1
116641	1664722	-1
115066	1668668	-1
16348	1669027	1
22465	1670271	1
5954	1670428	1
116640	1671179	1
116865	1671561	-1
116868	1671645	1
117857	1672154	-1
116872	1672450	1
118267	1673199	1
116880	1673423	1
115511	1673743	1
115625	1673993	-1
117848	1676143	1
119492	1676432	-1
118271	1676549	-1
116888	1676789	-1
116892	1676795	1
102858	1680293	-1
137619	1680370	1
3326	1680583	-1
16350	1680798	1
3331	1683277	-1
16351	1683471	1
36643	1687991	-1
27024	1688240	1
4248	1688886	1
4246	1690917	-1
4247	1690024	1
4245	1692339	-1
22455	1695713	-1
22454	1696291	-1
114353	1696130	1
1268	1696302	1
22451	1696795	1
2098	1699884	1
16894	1702872	-1
31925	1702843	1
16893	1705731	-1
102845	1705448	-1
31923	1705903	1
31922	1706034	-1
31921	1706537	-1
4487	1706687	1
31918	1707125	-1
120001	1707656	1
119989	1708780	-1
99548	1708590	1
91460	1709410	1
101010	1709573	1
37452	1711793	1
91451	1719230	-1
37454	1717083	1
37441	1718788	1
7970	1719264	1
7969	1720701	-1
7968	1721698	-1
21386	1721175	1
21385	1721414	-1
28377	1721753	1
7966	1723699	-1
7964	1723675	1
14593	1723742	1
7962	1730175	-1
28375	1730451	1
16891	1730907	1
37449	1731758	1
26435	1739208	-1
16889	1741261	-1
16888	1744946	-1
91427	1743474	-1
16887	1745088	1
6072	1748044	-1
32637	1748034	1
91463	1748140	1
14107	1752433	-1
6077	1752515	-1
31914	1753081	-1
114336	1752816	1
31913	1754172	-1
27717	1756136	-1
21371	1756469	1
25872	1757032	-1
31118	1757271	-1
34562	1757355	1
15930	1757572	1
114333	1759202	-1
12820	1760283	-1
18470	1763143	-1
34578	1761878	1
18471	1763095	1
21367	1764793	-1
34615	1763711	1
21366	1764753	1
21365	1769925	-1
28970	1770195	-1
9823	1770253	1
31709	1771257	-1
9824	1771888	-1
9825	1773390	-1
34598	1772020	1
9826	1773544	1
9827	1773965	1
34600	1774791	1
9829	1775001	1
16603	1775693	1
21362	1776832	1
9834	1780584	-1
9835	1780764	1
16604	1792102	-1
34569	1787057	1
87720	1789143	1
16605	1792151	1
5806	1796740	-1
5804	1797062	-1
16606	1797089	1
31711	1800667	-1
5800	1800627	1
5799	1801472	1
16607	1802580	-1
5795	1804833	-1
87826	1805624	1
3786	1808405	-1
16269	1808456	1
87817	1810413	1
31439	1815422	-1
32626	1815060	1
16271	1815501	1
6254	1817324	-1
34579	1817232	1
16272	1821048	-1
34605	1817497	1
16273	1827950	-1
34580	1827798	1
6248	1828372	-1
114307	1831163	-1
34581	1830643	1
26330	1831284	-1
26329	1831327	-1
13000	1831367	1
19062	1832548	-1
19063	1832723	-1
2404	1832542	1
12999	1833759	-1
32624	1833113	1
2402	1833677	1
2401	1834726	-1
2400	1834817	1
87793	1835149	-1
31443	1835406	-1
21342	1836232	-1
21341	1837853	-1
34585	1836754	1
101011	1838195	1
23017	1841109	-1
23015	1841114	1
23016	1841152	1
8805	1842922	1
8804	1845753	1
8803	1849570	-1
87774	1849834	1
87772	1850400	-1
101599	1851942	-1
28635	1852331	1
87767	1855281	-1
8799	1858587	1
16217	1859937	1
8794	1861811	-1
34591	1861272	1
8792	1862338	-1
8789	1863579	-1
40692	1864203	-1
101594	1867524	-1
23004	1868107	-1
34559	1868013	1
15953	1871684	-1
15954	1871846	1
5567	1873956	1
5568	1876793	-1
23001	1877157	-1
20503	1878076	1
22999	1878442	-1
137737	1882631	1
113470	1883531	1
92221	1884203	1
